"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","Dimension 1","Dimension 2","Dimension 3","Dimension 4","Dimension 5"
"rsfmri_c_ngd_cgc_ngd_vs",0.225566594043815,0.0165520203498028,-0.163292842813882,0.0352994531949918,0.261593404905956,-0.0179373683495656,-0.0842749695055725,-0.041507930831548,-0.187293555283829,-0.177952595584369,-0.0380359259782305,0.140629098044622,-0.13981546522858,-0.15749818049004,0.125714111308582,0.0526693527720188,-0.00936211783586707,-0.0949954027133845,-0.290209087420475,0.0870572908810563,2.86370919334468,0.210607120996695,-1.89532495545993,0.384105781496901,2.74904540308603
"rsfmri_c_ngd_ca_ngd_ca",0.13473274358824,-0.0911958732257699,-0.108042347294266,-0.0389777853727352,-0.108563485191381,-0.114688450716628,0.0635064965816043,0.0715032003753154,0.0323618586596591,-0.094772207387839,-0.0802061995003886,0.175089703607106,0.222675751867632,-0.222493618877115,-0.1003132580804,-0.00533506562764394,0.064228852007826,0.122785652145985,0.170242446556613,0.0524317872965989,1.79374772999871,-1.17802402555583,-1.26433917655272,-0.419434349494889,-1.02471039449084
"rsfmri_c_ngd_ca_ngd_dt",0.111054327562609,0.00746343949139065,-0.0304676694859927,-0.0484038616752523,-0.0185525928461146,0.135952603949796,0.0507890249872853,0.262466002126991,-0.33408957884871,-0.0231401921226181,0.0902318040474628,0.112982913476129,0.112290365546948,0.284749033805405,0.0150146349067522,-0.182436913304958,0.0463710680519512,0.145171861000982,-0.210621291801303,0.17482242243446,1.42591607148835,0.0971828024466925,-0.327348077415388,-0.503258706200875,-0.197313558847394
"rsfmri_c_ngd_ca_ngd_dla",-0.0375545812507156,-0.115433298995594,-0.0376593578027183,-0.212877267592821,0.0168403298954691,-0.279854026184783,0.118453880662987,-0.0571305100596203,0.0540712653568764,0.0318818327615604,-0.0729309500666417,0.115410018087191,-0.279658217841609,0.00154936353041345,-0.0507167853850752,0.116662514774681,-0.0560087584603415,-0.0417703196058938,-0.131929023120814,0.00974788490223991,-0.464353908089233,-1.51761440626281,-0.367583626908427,-2.02928083974589,0.173896324783804
"rsfmri_c_ngd_ca_ngd_fo",0.0588033646444355,-0.064805863486018,-0.0394061165245691,-0.0762098717208412,0.0774983194962147,0.248967875724571,0.149009543387072,-0.07292218344847,0.28192296621341,0.00271051588626679,0.0409584260351422,0.0928830779984429,-0.078746472749553,0.0768633211839576,-0.135098072172752,0.0955058296769025,0.128414490975754,-0.132343176521331,-0.083807642139478,-0.0232471690234265,0.768141177301582,-0.760291572792366,-0.411484923064062,-0.709259345849804,0.834981570525925
"rsfmri_c_ngd_ca_ngd_rspltp",0.0487255390928577,0.0914287110323924,0.0977730488045312,0.000853995251307835,-0.0964399964518155,0.00595791249095799,0.0726005468131872,-0.0418133797568285,0.0052983877178387,0.00135475982963083,-0.0549590079772346,0.0410913482515689,-0.180367410802427,0.0355770873694328,-0.358300952016871,-0.259743807156776,0.144162670525111,-0.0230580641886287,-0.165673636379713,-0.275475948537758,0.597593132718399,1.18791427806858,1.04074289297744,0.0224933416566261,-1.04983963342133
"rsfmri_c_ngd_ca_ngd_sa",0.254979157150275,0.0655579973109533,0.0913002243159627,0.032317743733381,-0.0468432385508869,0.0206600520390972,-0.192433004939592,-0.175385208531108,0.0474754557107075,-0.082925570454724,0.0102381778211251,0.280261102017756,-0.0462056947561527,-0.0424045368114371,-0.0218855833250293,0.0210212000033022,0.199413238326143,0.187538370645807,0.0655695815531991,0.144734263280972,3.10881575573636,0.815885335358414,0.911045354692196,0.378118676411854,-0.442487696127002
"rsfmri_c_ngd_ca_ngd_smh",-0.0361347675506123,-0.176482531361868,0.00567263651397994,0.101480761224021,0.170787941306615,-0.00110901211198592,0.0318670620532224,-0.00371119437610955,0.0334203016082619,0.0719921000031492,-0.0757744339203172,0.129873814567211,-0.0558816557224141,-0.123179547824363,-0.0894426795905466,-0.0917236810795408,-0.0500828635479087,-0.0286934056097849,-0.127966185199126,-0.0672237158462678,-0.50504143045348,-2.27916432832415,0.0704248090692693,1.17786054220875,1.66998145257566
"rsfmri_c_ngd_ca_ngd_smm",0.0751996031044259,0.128364732466571,0.313328136272373,0.2354288830465,0.106888846024993,-0.115374148001021,0.0967995514446623,-0.04651625135342,0.154505197653233,-0.0952311826886672,0.0654445976606137,0.049197815288574,-0.0895539586135816,0.199187022777121,-0.0672746967393233,0.03441294173375,0.0398962939695373,-0.0387870011718661,-0.136880380467107,0.00928431143341598,1.04250317740623,1.56520731688136,2.97588260573642,2.37251075488453,1.06794566110881
"rsfmri_c_ngd_ca_ngd_vta",0.190821628182405,0.15110786124607,-0.00409026020277931,-0.13915144254456,0.0201274533178926,0.12133446951507,-0.0346378242269187,0.0697356758161876,-0.070374729293983,0.123827798025326,-0.216726874548439,-0.0498676443609388,0.0987930557449316,-0.265245417573908,-0.10587531273956,0.122631088666871,-0.211854448178305,0.0668542790145529,-0.0886845401220597,0.0803912392256037,2.26415827549632,1.74059406538136,-0.0504568108989846,-1.42398494763262,0.192013953891959
"rsfmri_c_ngd_ca_ngd_vs",-0.160214360294172,-0.187143966602749,-0.055828720216629,0.179307122409797,0.107711448106379,-0.051948544803359,0.0444589349117979,0.0391291649503438,-0.050794742698187,0.0355819484917526,-0.00876430256987405,-0.227848099722731,-0.0423858758631311,-0.238258861955245,0.111879816008725,-0.301705972183907,0.0160740797761272,0.00699609461007721,0.00996698658634593,0.148856758569271,-1.99383402966419,-2.55004979144501,-0.576182308484078,1.74955353141582,1.05494937629485
"rsfmri_c_ngd_dt_ngd_dt",-0.053758393312519,-0.0714212651954011,0.0884575380825901,0.0121377859295119,0.0736394673898763,0.217357411788167,0.0700294526364013,-0.0552420174208583,0.0121415471114359,-0.142384283599405,0.127548631995031,-0.216101954919446,-0.191618405029435,-0.016119357909616,0.0365296203435578,0.059018621082963,-0.236762564135398,0.102586136418957,0.171363454585847,0.108663592060166,-0.621594004632993,-1.03877386745847,0.958661560168216,0.107872633548417,0.812757883494464
"rsfmri_c_ngd_dt_ngd_dla",0.0350894897384899,-0.168040027903992,0.103022391990884,0.115830439768251,-0.040896693116369,0.317339130708821,-0.158903164107783,0.0263729549649787,-0.0198418940028162,-0.0314808189321016,-0.00604150734272487,-0.169926385244691,-0.118615117133568,0.10297333476268,-0.00512265046680772,0.036803204847436,0.0185631398160222,0.0723649186206561,-0.00235642693944372,0.000232013849921658,0.432255191948943,-2.19930215278804,1.22750137406282,1.18915143802366,-0.339282807221177
"rsfmri_c_ngd_dt_ngd_fo",-0.098162934800538,0.0648902886531963,0.00925618147443523,0.191428093445221,0.0968141491977743,0.0100314130844379,0.0455209232455979,0.138942029451318,0.0343307836766097,0.000395479256451279,-0.273353289913762,0.134792025916348,-0.0199531267344285,-0.0373867194949001,-0.174024297366526,0.0474163819875089,0.174765020277008,0.0122175969553865,0.110615623499103,0.206046352557051,-1.25828334363976,0.799274216075097,0.112606397939093,2.08370402758145,0.889518719768506
"rsfmri_c_ngd_dt_ngd_rspltp",-0.0509780323261271,0.246927534768772,-0.160516507093771,-0.0855758839032916,-0.0578430594159506,-0.0670983147990139,0.0552704910710672,-0.0429292438359479,0.0600000885971613,0.0828016908513959,0.0125820566822194,0.267637787998979,0.0436711616459586,0.0915311004858273,-0.00333789080250642,-0.134699750483737,-0.0213750252812034,0.180250043715439,0.0535380514393457,0.276479918508897,-0.659775609714236,3.00642927090464,-1.82249639830263,-0.919659533089807,-0.532927170883923
"rsfmri_c_ngd_dt_ngd_sa",0.060491524788505,0.22820772846468,0.295095791207007,0.179415063794462,0.0457148756610017,0.0904062905238039,0.0487351688594177,-0.120058118434167,0.0101764265829707,-0.0751561958397141,0.127771792380943,0.042744611919828,0.0865471714642098,-0.231165888800907,0.076507845789875,0.132567778598756,0.128210345714153,0.0218399737376492,0.028381147654076,0.0407665568438066,0.736441737888382,3.02089243028386,3.08001376004344,1.6161191783903,0.47194654967992
"rsfmri_c_ngd_dt_ngd_smh",0.00723440499828667,0.0208175724896093,0.0630372591762475,-0.000377388686325648,-0.111299220719623,0.142136328563535,0.212379318712518,0.211980839575742,-0.15685799358128,0.233406225268911,0.0902449433342767,-0.0968112759831003,0.217944845821118,0.0062775672829282,0.00706141760018258,0.00449000617885548,0.21145712893058,-0.040022067039292,-0.0100456580304324,-0.0801930937517583,0.1050305974994,0.241288200667247,0.657443787936644,-0.0110654605464976,-1.05872630794019
"rsfmri_c_ngd_dt_ngd_smm",-0.099706354250561,-0.00766659125813966,0.174204753299504,0.037207985731424,0.200373620610898,0.0300360390036366,0.136854918475043,-0.115879937253392,-0.127284281223779,-0.152384245031794,0.164958240224534,-0.0323656521476719,0.077827326211586,0.127824583857298,-0.0937071307045495,0.0339478042323967,-0.245546231859406,0.0587064072491951,-0.101368329878148,0.129318367700691,-1.29885134509394,-0.0949727562908377,1.8284716829678,0.408568258736128,1.81122894067808
"rsfmri_c_ngd_dt_ngd_vta",0.00669144344444941,0.0323570933109084,0.00563043391403185,-0.0382480937850063,0.272791156586005,-0.168183582775011,0.270242837958671,0.168857799426549,0.0200638984472074,-0.133818061844816,0.0349742935642923,-0.0539209901914176,-0.102886825696885,0.111356798387674,-0.00691829026508303,0.127133812359915,0.0502167577071719,0.075938561362735,0.185530350727696,-0.00721269482811848,0.0830400579155376,0.417181936045208,0.0759041571394668,-0.39485103745959,2.52968957296638
"rsfmri_c_ngd_dt_ngd_vs",-0.0631945328254906,0.0575844716767217,-0.0362463114164046,-0.0241744864605844,-0.0722678609145475,0.128279038482847,0.192297115984736,-0.147284211868033,0.189634283060939,-0.0161814543592345,-0.0626634089703348,-0.0225293808487134,0.255572299584689,-0.0549766951727678,0.0510366135076167,0.0278816557790187,-0.0025292775262301,0.046542933231531,-0.014410505371754,-0.15287732683025,-0.835947663113981,0.69571871620578,-0.397952851890503,-0.294359519291787,-0.612804661118197
"rsfmri_c_ngd_dla_ngd_dla",-0.112872905677154,-0.0130396096793359,0.11366238196968,0.0793646105566675,-0.0923474263814909,0.00523428629056999,0.0213938597875178,0.123727868447396,-0.0495247030210259,-0.198973375424418,0.0670065793778114,0.147697410833398,0.0103771480492552,-0.148056802953224,0.052295525368781,-0.0185142082962136,0.0793786751648826,-0.231414896121623,0.164844784887851,-0.132111972207612,-1.53706608103006,-0.163905123211402,1.12246505570636,0.824224692610714,-0.758228166734359
"rsfmri_c_ngd_dla_ngd_fo",0.0959467184678332,0.103784196405003,0.0428203919814778,-0.130287967436581,-0.206389182967712,-0.0639068841991282,0.0832706072952494,-0.139671074039084,0.0844608796038649,-0.172582856856463,0.0168439478027198,0.022139953076552,-0.187307167066187,0.0241929238885888,0.0623136226825442,-0.158493162814713,-0.0392002575693707,0.197717921203002,-0.210991325027425,-0.0970301802995509,1.17059983560299,1.05239262483838,0.483381427018478,-1.26625745429686,-2.09236818153895
"rsfmri_c_ngd_dla_ngd_rspltp",0.134891997946933,0.207169628516789,-0.0125177030969655,-0.141380868004996,0.109612749608631,0.152990844215715,-0.0124018602411797,-0.187660825941941,-0.0261764369757438,-0.0836843997983718,-0.237460096601281,-0.0719758657285338,-0.0720710466434956,0.0585367843683038,0.153425775157156,0.109131475229127,0.101545869820357,-0.00762652189548746,-0.0697008066839561,-0.0418558107698297,1.78448418494755,2.7471064587404,-0.135879551807758,-1.49476913699555,1.17168470822966
"rsfmri_c_ngd_dla_ngd_sa",0.0136432191409825,-0.17940161922473,0.0190139146095696,-0.065350399643189,0.00449411113856254,-0.00518577365947557,0.0876171114810971,-0.19838676867019,-0.00866868293470837,0.106327745404047,-0.229751315939869,-0.222061252948133,-0.121919346245906,-0.0357525744269914,-0.237867029686978,0.014365842434769,0.170400656691193,0.0162955562840527,-0.0919589129941482,0.268559100255549,0.188967336777232,-1.96734058164988,0.206887747582985,-0.586770289355687,0.0436763486419019
"rsfmri_c_ngd_dla_ngd_smh",0.0428796423843173,-0.162330232016393,0.0822880622969587,-0.198527836968597,0.0095187711864815,0.126198895591438,-0.132633474449848,0.0812787200015248,0.0670788525376167,0.212237434560896,0.190713188943269,0.293925586177874,-0.167626628551459,-0.25813964913666,-0.0476132879517999,0.0524928340582901,-0.0811088544274927,0.0368816244828032,0.0784315299262792,-0.181340576109829,0.528684078285538,-1.9245077672234,0.87398902470381,-2.03815357843946,0.093820937041425
"rsfmri_c_ngd_dla_ngd_smm",0.0109393734078343,-0.060740648975006,-0.231857904815811,0.233007132092928,-0.048338625000811,0.174418628967326,-0.112481618499292,0.0579961859078742,-0.082010582552005,0.183458101231552,0.0729713119739165,-0.0274087426193933,-0.204796409715845,0.0247492768493864,-0.22812337503459,0.075336186234929,0.120827470685031,0.216361135145926,-0.015017480412096,-0.156603203338358,0.146712753068116,-0.765628779306561,-2.71238657973278,2.07768361618618,-0.495851714355255
"rsfmri_c_ngd_dla_ngd_vta",0.113316368045671,-0.0105529229352902,0.0269711575665664,-0.237979529250284,0.0500084037686199,-0.216869650656635,-0.160848620736212,-0.0651419906955834,-0.166326338655087,-0.0458836112940367,0.160166037696303,-0.235860920233581,0.0695510977533675,-0.00179927985128257,-0.0907365445743563,0.0326595403506448,-0.00249295987741055,0.234230786902326,0.187241453288261,-0.0140568274501672,1.48896975385499,-0.129322535402909,0.288199254062096,-2.34800124479011,0.504133567474028
"rsfmri_c_ngd_dla_ngd_vs",0.125758447994603,-0.106743563726043,0.0184705778724201,-0.04487986870364,-0.0923016109600343,-0.198409300502501,-0.00485940907611158,0.00486517024178568,0.0932629034405664,0.0610004035125531,-0.0440542742965294,0.0771714756368779,-0.104977466680555,0.0510006848505894,0.0573476692672162,0.00519051991535746,-0.0577778784666193,-0.210004610716649,0.151890899720518,0.166427173480744,1.57882802736618,-1.18893938952295,0.236146491373174,-0.514828563273258,-0.851585175168469
"rsfmri_c_ngd_fo_ngd_fo",0.108174284932569,0.190293069438989,-0.0764813761265723,-0.115446088024648,0.185346570623836,0.0660293964595297,0.180755226344537,-0.214420596591439,-0.2032614689596,0.299398397673493,0.081592311883349,0.0129743401335641,-0.131075467204339,0.0518855733000034,-0.01467424070798,0.247334563529721,0.0180945343138063,-0.0769134159311588,0.0826345207673409,-0.037654302996737,1.25395977578174,2.66871097595697,-0.845080278397606,-1.26857157400875,1.76747419263317
"rsfmri_c_ngd_fo_ngd_rspltp",0.229055777118454,-0.0894546320073999,0.272089605782577,0.118810703698676,-0.0325292013109523,-0.0664908491930602,-0.0557091041462522,-0.0508321674005467,0.0180530812536292,0.116860358952785,-0.0477598470320109,-0.146991374576763,0.0461504154643457,-0.181506929453873,-0.16615495133547,0.0917192822465098,-0.106004427098432,0.125237126396408,-0.0354858044811842,0.0318702475867735,2.80032874814623,-1.10493816118065,2.85563179051164,1.28417746167082,-0.290243664795829
"rsfmri_c_ngd_fo_ngd_sa",0.180962824903325,0.0898252717867191,-0.191602384102768,0.143342859465958,-0.378804495553623,0.0803589583771514,0.190497515497818,0.0911162965923942,-0.174320253663862,-0.154666748492416,-0.173881129986,0.0259498615137463,0.0433607766097591,0.0438788912861812,0.0476127887406244,0.13453513052055,-0.24056599217686,-0.108688536759424,-0.0647084908405116,-0.076273367279351,2.54482711228208,1.02447418470879,-1.88426791326382,1.37253989766279,-3.72845402535307
"rsfmri_c_ngd_fo_ngd_smh",-0.147407917409625,0.0561269032340776,0.119705581142103,-0.012026455063308,-0.00373914198352634,-0.0486926497802731,-0.0442371084105876,-0.0326913013814975,-0.102627822111634,-0.141997505701041,-0.237120560745779,0.0869252308168922,-0.0468106055611567,-0.0548384581224661,-0.14137555763226,0.0587652497638916,0.144685449116711,-0.0221616527721597,0.0428132992834814,0.0605580144828105,-1.80641878663258,0.628957068458572,1.5103817790656,-0.137103460506143,-0.0299337011220219
"rsfmri_c_ngd_fo_ngd_smm",0.00824830127661613,-0.0970949835620518,-0.1084011087815,0.00969593925685446,-0.194799878071431,0.00734775147092777,-0.131095937716301,-0.0265290428067789,0.00158276513955598,-0.164515483039947,0.0282068389268893,-0.146147053202799,-0.212100349700438,-0.0666455998977021,-0.0547384492404796,0.240811528038703,-0.085221009457671,-0.269101899625047,0.0324481346775982,0.200305869488337,0.0924332840315706,-1.31513799512751,-1.10403532983319,0.10095256872833,-1.99244716660455
"rsfmri_c_ngd_fo_ngd_vta",-0.140700713885012,0.0119447359726538,0.164739636393573,0.0926231156162251,-0.145086955462708,-0.0648463878444703,-0.0569696735810847,-0.236835372188465,-0.0725356935808257,0.148166533569034,-0.0975580844851922,-0.0520671449221594,0.0743971562525569,0.0258708135809995,0.14656270947023,-0.136340618352513,-0.0137387807107543,-0.0946766731825677,0.0310207896068443,0.0624289665749078,-1.82473590431968,0.168540634071962,1.74049613337001,0.968363772700734,-1.30424128332925
"rsfmri_c_ngd_fo_ngd_vs",-0.244041005159086,0.243013486431364,-0.0369050281848085,0.0985274984006771,0.0902989168136122,-0.077928500956226,-0.37352901552657,0.0799832315229637,-0.012319814754232,-0.137565528730928,0.0205020579068738,-0.00106606938754654,0.0173129547372099,-0.0346616034625523,0.0347279212778046,0.0425510219814867,-0.12713272262159,0.000992152428687221,-0.273307732277517,-0.112110052057587,-3.40494685858858,3.03830720942206,-0.399379338577031,0.877300653535168,0.829519340718291
"rsfmri_c_ngd_rspltp_ngd_rspltp",-0.0137681846415038,0.0682193640432538,-0.126791900688333,0.194705843848455,-0.0376747339860999,0.119670992598066,0.0020891085323514,-0.125484139456286,-0.0650356748567986,-0.149381352706212,0.0237458393287562,-0.125160433551936,-0.000173604518887566,0.000673085991066823,-0.118245198854909,0.145464213825789,0.106694707011399,0.0397184871057716,0.127723164133762,-0.0962700086738998,-0.206501241255559,0.774957789184506,-1.43979522144721,1.93661037703265,-0.403237928195384
"rsfmri_c_ngd_rspltp_ngd_sa",0.022021111355334,0.119281303245785,-0.143724660416252,-0.0283252382286311,0.102118440386667,0.0659862016734448,0.0389670111588235,0.0751284534816445,-0.0652366335761025,-0.224319122209697,-0.197613697849007,-0.0712685122166851,0.0608553163110175,-0.272471687819488,0.00790581268220203,-0.0164098316671494,0.0153394412573063,0.143769397627963,-0.0152606684516851,-0.0483353325509066,0.274346915760949,1.19218450395823,-1.66335349593674,-0.262932289215203,0.909037707120527
"rsfmri_c_ngd_rspltp_ngd_smh",0.148741926192988,-0.175462293956971,0.111849057256177,0.103017683309654,0.0997591122904029,-0.000736445762584203,0.0686991738148914,-0.0858754232308544,0.00308187404315943,-0.0806648529325906,-0.0566484463261759,-0.00506659429112849,0.106232708957385,-0.0900927798604403,-0.00295078247219215,-0.0646207615504958,0.0417840915201667,-0.104696117591985,-0.145984034731268,0.0646871998873809,1.88608588904255,-2.03543015240292,1.09771879805979,1.01127450721881,1.00582147092702
"rsfmri_c_ngd_rspltp_ngd_smm",0.153766588112659,0.0633691143579279,-0.10192177228037,-0.0936560124381581,0.171666000740612,-0.0663341614066491,-0.0904358333728481,0.0822163259466253,0.157640642332465,0.0979641707155572,0.26026147218119,-0.112271065697516,0.283366788322804,-0.103394542141099,-0.156282450632294,0.0700916063234492,0.0371527968328895,-0.206636658687906,-0.226007129003107,-0.0877310120619884,1.99853487105096,0.801007611946063,-1.02690548354263,-1.02007053863431,1.46471956991503
"rsfmri_c_ngd_rspltp_ngd_vta",-0.0528155850858865,-0.224529089782795,0.154006896360806,0.0202085918933682,0.00816231475116839,-0.0333068640294788,-0.0749513886020489,-0.00468910028537555,-0.0858540000309032,-0.032210649746499,-0.0634684254064969,0.161537007555954,0.178016191897604,0.0660042447916649,-0.230487170363229,0.207044309321341,-0.196484689486005,0.160624774715125,-0.0258373683160479,-0.0730684488755713,-0.691464978535226,-2.5507900008538,1.53139696521203,0.186079128449421,0.0796863854745821
"rsfmri_c_ngd_rspltp_ngd_vs",0.102194791907829,0.172955485260843,0.117182169347746,0.149131584869479,0.0522214931182187,-0.0653516464458492,-0.0131224698196512,0.10873024721392,0.110936634990778,0.198971004623425,-0.118757514222818,-0.0981714635256636,0.0324130070762108,-0.028769532863184,0.0176407976995532,-0.0393068771419654,-0.0996841822575553,-0.264108645497505,0.106960647708217,-0.0460800113970182,1.30235292069113,2.22012794164318,1.42976916961921,1.50310925094941,0.494520142367308
"rsfmri_c_ngd_sa_ngd_sa",-0.0993218683833577,-0.108776103010164,-0.0174915196782979,0.00705397676251052,0.0691340694952299,0.0433944170829788,-0.0756311671682273,-0.0354688181664536,-0.103133424934714,0.0638353184307858,-0.140488060541078,-0.00291294805552904,0.0782288539607533,0.14969791999346,-0.0436485957600422,-0.00702713447722502,0.0603053549535709,0.119874317917129,-0.143519608204285,0.152209302309559,-1.39230881679968,-1.37719051204294,-0.192602821043601,0.0760192311054639,0.621661127513535
"rsfmri_c_ngd_sa_ngd_smh",0.123622627160534,-0.0187701881802342,0.00717706605980587,0.0370267466934699,0.100977993722651,-0.0341667506210504,-0.180941533327002,-0.201252309392346,-0.0367778491675926,0.150927329156367,-0.0305855356226493,0.130578303039517,0.0382041646401697,0.115190797529788,0.199356969127435,0.0304221738829602,-0.057606774235061,-0.0584352900351339,0.0973390272471552,-0.0755835610881962,1.64073605043872,-0.203280895746465,0.0787656062322517,0.381916092239176,1.05088927201658
"rsfmri_c_ngd_sa_ngd_smm",0.0682392893808473,-0.0349315246234506,0.100866422041394,0.0454672434413763,-0.128608099566753,0.00553217881711416,0.00506511622718621,0.012807353011488,0.106258577143319,-0.157513776926247,0.0605311951214244,-0.0770584355463358,0.0636605521050978,0.0815246239812646,-0.0265395107471428,0.056999416863033,0.320216517795697,-0.118944272813424,-0.0704575484988929,-0.0428312536802591,0.887285419719716,-0.374285388673493,0.870620301206492,0.446583365798453,-1.32117260972316
"rsfmri_c_ngd_sa_ngd_vta",-0.0841158409149689,0.216738424975552,0.0264365372354425,-0.0268769863617252,0.0158247498652323,0.143090083202921,-0.201416623238283,-0.0803404807438928,-0.0499718658723986,0.0664563476695551,0.0301212056145539,0.12584938711224,0.12806673974037,-0.0313478822607982,-0.206030937724544,0.0145275840689085,0.00419088963484641,-0.135129523256806,0.231218016070303,0.231885326528817,-1.12431304483298,2.71287427570065,0.322614890358919,-0.298946347247918,0.170397696274487
"rsfmri_c_ngd_sa_ngd_vs",-0.0252796994008096,0.0339503153525117,0.0105581706832176,0.125143958314572,0.0540613979261723,-0.100427014651149,-0.0645668149727855,-0.266501953452232,-0.241789366582318,0.0499311572875865,0.104941223917542,0.0297694559101688,0.105329107042276,0.0286203070478963,0.0365924669846239,-0.090359336698329,0.144352757133362,-0.0544216711052508,0.0544196533326164,0.0143828497924482,-0.355165232748117,0.453297956095473,0.100920575441527,1.24509772794551,0.544281316024338
