"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","Dimension 1","Dimension 2","Dimension 3","Dimension 4","Dimension 5"
"meim_ss_exp",0.187527693434524,0.0379014483479379,0.0378647239004638,-0.0233224483716159,-0.0471193525902431,0.0788469389907083,-0.203004603149995,0.138172524677777,-0.242134951947048,0.275396800676579,0.362100463514903,-0.162928116550718,0.205143220599004,-0.379289293681517,-0.377072570976828,-0.207508314245918,-0.13921598893561,-0.23363509909104,-0.116743853987221,-0.376512177962327,2.01986247424727,0.410643623104939,0.354799196859834,-0.261139751771776,-0.356321219698162
"meim_ss_com",-0.167214608441371,0.329692245972678,-0.0600333895750475,-0.094037785434217,0.251855024650632,-0.195486431370537,-0.52736783611273,-0.134708487514456,0.0583968917502124,-0.310193323213042,0.137835154229283,-0.0952891749860559,0.0098779893260228,-0.274584786617286,-0.176886557919147,0.0187763459699251,-0.107305007019255,0.34050371595723,-0.0076447887827071,0.301041609655205,-1.96293501639103,3.43842539286,-0.614832963647607,-1.00184460553107,2.43330341771949
"reshist_addr1_gstat_h_queen",0.473103809897937,-0.146153585195774,0.0173752652148889,0.0691698262160133,-0.129047431317926,0.234409770769755,-0.180797937204263,0.17967688279036,0.364595426791284,0.165551141362248,0.0247360859511367,0.387763395766303,-0.271903325960822,-0.0397166263008354,-0.147512230945828,-0.192482695250208,-0.0608248419908454,0.283943073837761,-0.168730029450822,0.233948571256841,4.82828895666686,-1.36617992596885,0.153112073439828,0.667457212826995,-1.2412711418481
"dim_y_ss_mean",-0.206605650446898,-0.0400005703910946,0.248570539417706,-0.083356505533548,-0.276718203881744,-0.122696492513533,-0.14536510080586,0.246135601877076,-0.218314593767131,-0.172692249173649,-0.378168199943707,0.135085305636558,-0.309803897594723,-0.101918790756512,0.0487347865990749,-0.097273281947995,-0.3713977651903,0.230561714578439,0.0798576735151939,-0.399022403971793,-2.51713228760011,-0.401075603343415,2.71924364047132,-0.831334773930335,-2.23406816729903
"via_p_ss_hc",-0.221050777129865,-0.04599117882018,-0.110452783981695,0.0450088534470055,0.0555651595480674,0.331673171214278,-0.180753267560292,-0.0898232841513854,-0.0615431685505418,-0.33687264838749,-0.0016061503323704,0.0719569717057317,-0.234873242399185,0.481505948194775,-0.500171581610853,-0.114213852629146,0.0420239398087464,-0.283371919475579,-0.136021348375842,-0.0878224363590787,-2.76813787619781,-0.458260048059424,-1.05149951660157,0.432139263674458,0.451547050156861
"via_p_ss_amer",0.0424770411280851,-0.005985333230638,-0.123787508275709,0.0189524598756932,-0.203976847951076,-0.163947045278936,-0.0549420980270764,0.291583125964353,-0.194323482149329,0.283056910045131,0.056581980612547,-0.556493099947501,-0.235775954589829,0.358309794444391,-0.112541880827615,-0.0825162410550824,-0.129547232664829,0.10510335679014,0.202175896380308,0.350754561785802,0.489295151128367,-0.0586159601061107,-1.25557117652442,0.163774096147746,-1.8859248297662
"via_ss_hc",-0.151192656286088,0.464990908791558,0.0916852096385264,-0.139062098699515,-0.437257984282388,-0.0716371064331078,-0.0428514079491282,-0.198877376341155,-0.0163434021909561,0.123421484784211,0.460221543099244,0.219786983746493,-0.219374682142498,0.174558987705694,0.298223570409498,-0.0924579068071647,0.0253614312553275,-0.103541292167353,-0.179956643029772,-0.0049508992930036,-1.78643857431829,4.27254586519227,0.923415296814557,-1.18484615873387,-3.75116055470061
"via_ss_amer",-0.320328997410165,0.0571399594694157,-0.338086665703816,0.35969925798461,-0.0543115251445485,0.00963631336684857,0.106686055284608,-0.0742260051911412,0.0660612478715002,0.183164167549385,0.0773303698140573,0.142079795982919,0.215191477397966,0.0779913161400144,-0.102644002485782,-0.394432265856897,0.141084056450158,0.456934164896755,0.251591143439294,-0.236495396360584,-3.75222262849284,0.524026595919977,-3.1497562248772,3.31283674739433,-0.419698974265158
"comc_ss_cohesion_p",0.176191157053644,-0.124616672393016,0.425512055434346,0.200606547215946,0.0303086575574838,0.135846235259858,0.127429828642863,-0.4299690559199,-0.36547573276887,-0.151068899326857,0.0105023634536567,-0.254598079870152,-0.136649153272813,-0.0699893648129298,0.0733192497849998,-0.35957231130832,0.190056540293245,0.248268002259859,-0.15937298084355,0.0944287916719545,2.00696524786535,-1.22222213352787,4.06194702273138,2.17334016583107,0.221883637458788
"comc_ss_control_p",-0.343474516644436,0.167597959405076,0.0541071304322554,0.312444729159065,-0.182667221358005,0.0650761811245275,0.0420868500128803,0.202579748421204,0.188756116579267,0.0829032403526606,-0.333593016652173,-0.190696815884149,0.175113850824286,-0.162828356981406,0.00395533063136707,-0.130146763565255,-0.0222344379407137,-0.135648266692351,-0.583702343710203,0.22155903629566,-3.94346380000378,1.72133811985937,0.575169332588769,2.84810377635955,-1.74758376568939
